nb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,ClassNum
340,467.99,466.39,463.62,460.62,457.43,454.03,448.29,436.2,423.29,412.57,406.9,408.8,416.77,433.45,452.91,472.69,495.59,531.93,582.48,641,703.14,758.53,809.18,850.94,889.95,928.59,966.55,997.37,1015.08,1023,1021.4,919.1,816.8,714.5,612.2,509.9,407.6,305.3,203,100.7,0,0,0,0,0,0,0,0,17.48,59.69,124.35,202.23,302.73,405.03,507.33,609.63,711.93,814.23,899.05,956.19,987.28,993.53,966.38,932.64,659.7,655.91,653.56,652.74,652.49,651.86,646.39,637.5,636.58,640.2,639.85,634.15,622.41,623.69,633.38,642.94,652.54,667.67,679.26,689.6,697.42,705.16,709.83,673.99,599.59,606.81,638.8,669.17,695.29,718.07,748.27,785.68,831.41,903.19,939.06,856.11,753.81,753.81,693.62,591.32,528.38,471.71,437.37,381.9,383.75,436.07,500.91,475.18,535.37,637.67,691.75,748.42,782.76,838.23,900.97,950.94,988.41,1014.13,1014.13,1014.13,1023,1023,1023,1022.1,26.5,26.55,25.9,25.2,23.88,22.9,21.33,19.06,16.43,13.71,12.34,11.91,16.83,25.53,37.84,54.65,75.48,98.68,124.48,152.18,182.82,219.71,265.14,337.72,426.06,509.7,589.75,668.5,745,819.6,890.6,953.97,1003.79,1023,1023,961.41,882.09,820,765.15,716.65,665.97,599.96,523.74,437.72,347.74,327.68,340.84,352.93,376.51,409.82,455.93,521.94,598.17,684.18,774.17,855.81,901.97,913.81,887.71,826.17,734.13,631.83,529.53,427.23,6
341,476.06,475.58,475.09,474.64,474.24,474.51,475.19,475.61,475.43,474.34,471.96,468.09,461.4,454.41,448.59,441.34,434.97,432.58,430.78,428.48,427.11,439.12,461.15,484.48,511.82,546.94,592.95,650.06,706.68,764.68,823.05,869.62,909.26,947.75,981.17,1007.96,1023,978.52,876.22,773.92,671.62,569.32,467.02,364.72,262.42,160.12,57.82,0,0,0,0,0,0,0,0,8.37,50.55,115.09,191.61,293.91,396.21,498.51,600.81,701.51,677.66,678.46,678.34,678.64,677.19,676.66,674.76,674.66,673.99,672.29,670.59,665.47,661.35,658.88,660.85,659.75,661.1,663.23,660.18,651.39,638.87,640.97,652.26,661.83,669.77,671.79,679.71,689.9,693.52,687.05,668.3,662.48,690.1,716.5,741.25,774.82,800.77,823.62,859.46,911.88,979.84,993.5,891.2,788.9,717.62,663.1,602.78,552.06,512.82,471.31,404.53,375.36,421.24,476.66,516.47,544.39,588.02,638.75,677.99,719.5,786.28,844.95,901.37,943.35,31.82,31.92,31.29,31.34,31.39,30.94,30.55,30.45,30.45,29.92,28.65,26.65,25.73,24.65,23.2,22.33,21.63,20.28,18.83,18.91,23.05,31.79,43.01,56.89,72.65,92.24,113.71,142.14,175.63,226.43,313.37,405.73,495.19,581.48,666.12,746.62,825.19,897.35,964.71,1013.63,1023,1018.38,932.69,830.39,736.26,678.61,645.74,619.79,582.98,528.71,455.93,380.43,387.8,421.56,464.47,490.92,504.73,528.41,565.22,619.49,692.27,772.4,838.26,865.13,6
342,492.14,492.07,492.02,491.87,491.29,489.45,483.85,476.53,467.52,457.63,447.09,438.65,436.75,439.4,443.84,458.73,486.27,520.32,565.3,618.84,681.21,742.85,798.09,848.77,898.02,938.18,969.33,995.65,1012.56,1021.9,1023,1023,1023,1007.17,904.87,802.57,700.27,597.97,495.67,393.37,291.07,188.77,86.47,0,0,0,0,0,0,0,14.51,51.2,104.2,184.04,286.34,388.64,490.94,593.24,695.54,778.04,837.53,893.55,938.23,952.44,680.28,680.81,680.36,680.28,678.93,675.51,669.02,662.9,654.11,645.17,639.82,634.33,627.88,611.53,579.93,561.75,567.02,599.11,642.55,685.65,725.11,756.91,792.52,819.2,843.22,867.13,903.12,911.76,911.76,911.76,911.76,919.2,924.59,948.22,991.2,1023,982.51,880.21,777.91,777.91,714.78,641.97,591.32,554.06,506.58,439.59,406.5,442.79,493.72,458.55,488.82,530.03,580.46,617.72,665.2,732.18,805.76,871.77,923.15,958.31,991.18,1022.77,1023,1023,31.79,32.14,31.92,31.84,31.72,29.9,27.92,25.45,22.23,19.08,15.86,12.66,10.44,7.32,11.79,27.15,51.15,87.34,130.52,170.83,207.22,246.23,293.71,350.51,412.85,491.42,568.59,634.13,693.25,755.24,821.15,884.34,938.51,983.96,1016.46,1023,1000.2,918.48,816.18,723.24,634.68,576.81,534.53,494.39,444.47,380.45,330.75,339.04,372.26,405.48,445.34,466.64,482.63,508.8,555.36,619.37,684.53,728.96,740.65,724.02,680.31,614.57,538.57,450.23,6
343,477.51,478.01,478.13,478.03,476.28,470.84,459.7,443.34,422.24,398.29,384.55,391.39,405.48,417.24,431.43,451.86,481.48,523.01,575.51,634.35,685.03,713.7,741.08,780.79,823,862.58,898.85,928.14,951.05,970.05,987.58,1006.47,1019.8,1023,999.45,897.15,794.85,692.55,590.25,487.95,385.65,283.35,181.05,78.75,0,0,0,0,0,16.16,65.89,152.1,254.4,356.7,459,561.3,663.6,765.9,868.2,954.34,1006.92,1020.05,1007.67,968.6,663.65,663.2,663.23,662.1,657.93,646.54,634,624.11,621.49,627.21,640.4,653.44,654.91,632.16,616.97,624.19,641.2,667.55,697.42,720.02,718.4,704.71,707.38,742.07,781.56,815.13,847,867.05,876.09,884.04,908.26,945.1,976.32,1000.72,1016.33,1023,1023,1023,920.7,818.4,780.01,739.48,637.18,557.25,480.35,434.8,417.82,388.32,473.24,560.68,599.06,639.6,741.9,821.82,898.72,919.97,898.25,922.77,940.16,955.02,955.02,955.02,955.02,955.02,27.9,27.6,27.87,28.1,27.17,26.27,23.38,20.95,18.16,15.24,13.39,14.31,17.56,21.68,29.67,47.48,73.4,101.93,133.44,168.19,203.43,235.62,271.51,315.47,363.77,416.34,477.16,549.46,620.24,687.8,754.19,820.52,880.64,931.89,975.85,1005.97,1021.53,1023,995.2,925.79,843.95,770.67,703.21,640.15,572.84,500.26,425.91,355.83,327.63,355.95,409.55,475.34,542.79,605.86,673.17,745.75,796.12,816.48,808.76,772.79,721.19,639.03,536.73,434.43,6
344,454.58,455,455.33,455.13,454.58,454.21,453.96,453.16,450.81,445.66,441.14,434.8,428.78,424.56,418.34,413.22,406.1,398.21,398.56,418.14,439.3,465.12,492.57,522.46,564.07,613.4,675.16,741.03,800.14,842.68,882.59,919.35,954.44,985.59,1007.41,1020.35,1023,1023,1011.79,916.23,813.93,711.63,609.33,507.03,404.73,302.43,200.13,97.83,6.74,0,0,0,0,0,19.68,87.04,173.45,275.75,378.05,480.35,582.65,684.95,787.26,889.55,670.07,670.37,669.72,668.15,667.12,666.75,666.5,664.22,659.93,655.38,652.56,650.46,649.74,647.29,645.14,645.69,642.65,634.2,636.6,637.38,630.66,628.98,649.06,675.74,699.27,722.59,746.74,768.4,792.92,831.64,875.72,913.81,929.86,941.95,957.21,969.75,985.39,1010.29,1023,1023,1023,1023,920.7,818.4,716.1,646.82,544.52,444.11,390.29,368.51,343.86,304.68,377.26,467.12,565.47,634.75,737.05,837.46,891.28,913.06,937.71,976.89,992.68,1005.12,31.77,31.37,31.34,30.54,30.3,30.25,30.45,30.2,29.42,28.27,25.87,25.3,25.33,26.07,23.83,21,18.08,16.61,15.76,18.26,26.37,38.86,56.97,75.48,98.15,127.43,161.84,202.75,262.72,330.13,399.56,480.01,560.95,641.42,720.55,793.57,861.46,921.6,962.33,992.83,1016.46,1023,985.66,912.33,813.5,734.06,668.95,614.47,559.23,495.84,427.78,359.95,342.12,383.82,468.82,548.26,613.38,667.85,723.09,786.48,854.54,918.98,935.24,913.83,6
345,458.65,455.83,450.08,443.99,439.52,434.18,426.38,416.62,409.2,407.83,412,420.69,437.32,458.55,486.7,519.27,555.83,604.11,656.56,704.21,747.62,792.05,836.98,877.62,909.86,938.58,965.96,984.04,995.98,1006.92,1017.33,1023,1023,1023,996.08,893.78,791.48,689.18,586.88,484.58,382.28,279.98,177.68,75.38,0,0,0,0,0,15.58,59.62,124.5,210.14,312.44,414.74,517.04,619.34,721.64,823.94,910.66,968.93,1006.34,1023,1023,676.99,672.79,668.3,667.6,667,664.3,657.23,651.46,647.54,640.3,625.96,620.77,630.98,650.69,684.8,721.79,759.11,781.58,796.52,803.39,817.32,837.16,857.84,873.4,874.04,871.57,858.36,833.31,848.89,884.91,921.92,945.52,953.64,953.64,953.64,956.11,973,1000.35,916.05,823.72,735.11,641.95,539.65,454.98,396.06,368.36,353.35,348.76,419.41,496.91,576.51,666.6,768.9,853.56,912.48,940.18,955.19,974.42,996.08,1010.91,1019.93,1023,1023,1016.16,33.14,31.44,30.62,29.97,29.77,29.22,27.42,23.8,20.55,16.73,16.91,26.85,43.11,62.89,87.51,113.04,139.74,170.16,204.23,241.54,283.65,325.03,365.82,407.6,452.81,508.23,579.36,651.14,719.37,784.36,842.08,891.48,934.19,972.27,1001.75,1020.15,1023,1023,996.8,919.9,825.19,741.4,673.39,611.5,548.91,481.63,412.42,345.66,317.74,358.02,433,509.25,576.66,638.55,701.14,768.42,837.63,904.39,958.51,981.39,966.26,913.61,838.33,748.92,6
346,451.71,450.51,445.74,436.57,428.68,418.37,406.3,396.51,388,382.95,382.35,392.02,411.85,435.7,466.89,504.43,546.82,601.11,666.52,728.61,786.13,835.01,877.27,919.75,953.79,983.84,1010.59,1023,1023,1016.33,962.33,860.03,757.73,655.43,553.13,450.83,348.53,246.23,143.93,48.3,0,0,0,0,12.66,65.14,154.82,257.12,359.42,461.72,564.02,666.32,768.62,870.92,960.56,1010.39,1023,1023,1023,1005.69,984.36,959.99,932.39,907.71,674.54,670.09,662.35,657.23,653.91,654.36,655.03,658.85,661.13,657.21,642.92,631.26,633.08,639.02,654.46,669.09,669.79,661.55,667.22,683.93,702.46,716.9,717.57,713.5,717.92,737.4,770.92,810.43,837.53,860.06,890.88,926.67,966.83,928.42,844.17,741.87,639.57,554.11,502.73,449.46,409.95,387.97,346.16,401.16,503.46,605.76,708.06,793.52,844.9,898.17,937.68,959.66,1001.47,1023,1023,1023,1023,998.87,967.98,960.09,949.97,924.89,892.43,858.11,32.89,32.27,31.12,29.7,27.4,26.9,26.2,23.35,21.1,19.53,19.26,23.63,34.12,50.45,69.18,91.81,116.41,154.3,202.63,260.82,335.97,423.39,513.17,597.04,679.34,756.34,831.61,895.35,948.55,990.78,1015.23,1023,1023,1023,966.41,870.42,779.06,710.83,663.1,612.93,549.34,480.58,415.52,367.89,401.73,497.71,589.07,657.31,705.04,748.29,771.02,761.26,724.02,669.35,589.8,487.5,385.2,282.9,180.6,85.22,23.78,0.87,1.12,1.12,6
347,454.16,453.56,453.53,452.63,450.08,446.34,437.85,421.89,403.78,384.3,372.01,365.77,360.47,351.33,360.67,391.74,443.99,505.28,571.02,641.67,707.56,771.27,833.58,900.62,950.5,979.72,992.3,1003.82,1013.26,1019.25,1023,1023,935.96,833.66,731.36,629.06,526.76,424.46,322.16,219.86,117.56,15.26,0,0,0,0,0,0,11.44,44.06,107.64,209.94,312.24,414.54,516.84,619.14,721.44,823.74,914.61,984.29,1023,1023,1023,1023,674.14,673.09,671.99,668.99,665.2,661.03,653.63,646.17,648.39,654.06,656.28,658.28,641.15,621.59,616.25,631.71,648.94,660.2,658.66,650.11,638.6,615.02,605.06,617.12,660.23,683.73,709.01,740.3,774.77,812.4,857.01,914.41,976.99,1022.22,1023,1023,920.7,818.4,797.42,754.79,652.49,550.89,461.55,413.27,372.34,336.3,404.63,475.58,467.39,508.33,610.63,712.23,801.57,849.84,890.78,926.82,960.78,992.13,1021.3,1023,1023,1023,1023,1023,32.32,31.92,31.64,31.19,30.94,30.02,28.2,27.07,25.5,22.1,18.93,16.43,18.56,28.27,47.55,72.03,104.92,142.49,185.57,234.07,288.34,353.48,439.6,529.16,609.45,684.93,752.74,815.58,873.37,927.17,975.2,1012.11,1023,1023,1023,1023,974.1,900.29,842.38,804.96,771.82,717.42,636.03,541.52,441.94,356.3,345.06,386.75,440.17,477.58,510.73,565.12,646.52,741.03,840.6,926.24,986.39,1018.5,1023,1012.61,993.5,960.31,911.13,847.65,6
348,457.28,457.55,458.03,458.3,456.43,452.38,444.61,434.18,420.56,407.6,399.93,391.14,384.07,384.42,393.91,421.71,464.72,516.64,581.03,650.11,714.2,779.11,842.13,898.27,947.37,980.39,1002.02,1017.18,1023,1023,1023,982.46,880.16,777.86,675.56,573.26,470.96,368.66,266.36,164.06,61.76,0,0,0,0,0,8.92,42.03,84.27,128.82,185.07,283.25,385.55,487.85,590.15,692.45,785.83,855.01,915.08,972.82,1018.88,1023,1023,1023,678.31,678.14,677.84,675.11,671.29,666.32,658.08,653.16,650.19,650.59,654.21,651.81,639.12,612.33,592.17,586.13,595.64,597.71,601.66,622.54,641.07,660.1,672.67,685.08,694.87,728.01,761.93,800.04,833.26,804.24,815.75,833.78,868.85,920.15,968.53,935.58,833.28,774.92,689.55,628.91,540.87,461.22,393.24,357.17,357.17,391.59,459.77,479.53,530.38,600.54,675.01,754.66,822.64,858.71,858.71,870.05,904.16,942.78,977.29,1009.44,1023,1023,1023,1023,33.04,33.07,32.89,32.14,31.22,30.2,28.62,26.87,25.15,23.45,20.95,18.58,17.83,23.65,39.24,75.58,125.08,184.39,253.03,325.63,402.61,486.62,584.53,678.26,762.38,826.17,877.27,918.95,950.95,979.14,1003.52,1020.98,1023,1023,1023,1023,992.93,906.74,804.44,702.14,599.84,503.71,423.11,365.44,325.63,297.21,306.97,378.93,471.84,574.14,676.44,772.57,853.17,910.83,950.65,979.07,999.37,1013.61,1023,1023,1015.38,1009.79,1006.59,1004.52,6
349,451.91,451.56,449.29,443.27,431.4,415.27,397.74,388.72,383.27,374.51,367.76,369.14,386.92,431.78,494.02,565.45,640.05,706.66,769.82,836.08,899.82,955.84,997.2,1015.18,1021.68,1023,1023,1023,933.36,831.06,728.76,626.46,524.16,421.86,319.56,217.26,114.96,12.66,0,0,0,0,0,44.06,146.36,248.66,350.96,453.26,555.56,657.86,760.16,862.46,964.76,1023,987.93,918.73,846.65,812.31,791.98,772.59,751.54,726.01,695.02,663.73,664.05,661.7,656.21,647.54,636.78,627.83,629.18,626.66,626.19,619.07,599.06,580.38,542.62,530.28,549.16,578.83,596.92,612.52,602.38,580.18,566.74,543.02,621.47,678.29,706.61,648.74,666.9,690.1,735.83,800.12,868.85,893.92,791.62,706.96,706.96,745.12,666.27,596.82,548.54,504.21,474.16,515.39,617.69,702.36,702.36,738.28,817.12,855.21,891.13,935.46,965.5,979.27,979.27,911.73,859.93,859.93,849.52,830.11,774.47,753.39,753.39,753.21,723.24,742.92,29.77,29.52,29.47,29.05,27.47,25.92,24.95,22.43,19.18,16.13,12.64,9.99,21.28,55.4,108.74,180.47,259.25,342.99,437.12,539.42,641.72,743.87,832.01,897.67,945.5,974.65,996.65,1014.83,1023,1023,1023,1023,969.88,873.9,787.26,717.22,656.58,581.66,489.45,389.07,295.41,237.62,277.7,373.68,460.32,530.36,591,665.92,740.2,789.4,809.56,774.34,685.28,582.98,480.68,378.38,276.08,173.78,89.41,38.29,9.49,0.2,0,0,6
350,451.21,450.53,447.74,444.24,437.3,426.83,410.87,394.79,379.83,372.84,374.88,383.9,401.23,421.79,448.04,485.42,529.56,578.33,630.31,678.31,724.07,772.09,814.6,854.44,892.13,922.12,951.29,976.1,996.6,1012.86,1022.33,1023,1008.56,919.85,817.55,715.25,612.95,510.65,408.35,306.05,203.75,101.45,13.59,0,0,0,0,19.98,56.57,158.87,261.17,363.47,465.77,568.07,670.37,772.67,818.4,819.57,825.27,787.93,759.81,732.11,700.84,671.07,650.01,647.94,647.64,643.42,633.13,624.79,618.67,620.29,627.93,640.95,653.96,668.17,659.8,644.34,652.31,669.74,675.99,675.04,668.67,658.63,648.94,645.62,655.36,657.93,630.93,600.81,624.26,660.8,696.97,732.16,766.9,795.65,832.43,886.63,952.42,1009.86,1023,920.7,818.4,818.4,736.78,655.98,598.91,564.42,563.62,552.53,515.54,541.87,635.03,635.03,716.65,797.44,854.51,883.93,866.38,864.75,901.74,977.72,979.39,935.08,877.02,873.54,873.54,875.82,26.4,25.95,25.55,24.65,22.88,21.33,19.26,17.81,17.28,18.26,17.71,18.46,21.7,27.57,39.16,51.9,65.61,85.27,109.27,136.84,169.86,204.13,238.44,286.69,356.68,445.19,532.98,614.3,690.45,761.68,829.09,894.6,957.19,1003.47,1023,1023,1023,985.61,890.43,788.13,685.83,583.53,486.22,389.22,301.78,233.62,189.02,188.14,263.27,365.57,467.87,570.17,667.47,730.61,748.59,728.16,670.47,606.43,524.19,421.89,319.59,217.29,114.99,46.55,6
351,433.78,433.2,433.45,433.68,432.43,426.66,415.62,395.21,372.73,349.56,331.77,320.86,313.72,315.59,324.51,354.83,407.1,477.91,553.43,632.33,708.93,779.14,845.2,902.27,953.72,988.18,1005.92,1014.26,1020.03,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,27.02,88.01,159.97,251.3,353.6,455.9,558.2,660.5,762.8,865.1,940.38,981.69,1012.03,1023,1023,1023,1014.28,1003.69,671.74,672.02,672.19,671.57,667.22,658.58,645.17,632.91,633.58,643.12,656.13,660.23,657.73,640.72,612.2,602.01,613.35,636.08,636.78,626.91,631.11,636.3,624.64,613.9,622.62,640.3,677.19,701.99,736.83,773.19,791.9,817.8,866.63,929.09,986.66,941.73,839.43,737.13,686.93,584.63,522.01,484.08,475.26,472.64,458.43,539.7,642,744.3,794.5,896.8,959.41,997.35,1006.17,1008.79,1023,1023,1023,1023,1023,1023,998.97,974.17,960.41,956.59,35.49,35.99,35.74,35.59,35.19,35.86,34.32,32.62,31.29,29.22,30.35,30.47,29.37,29.62,35.74,53.85,83.39,121.23,167.51,218.79,268.01,316.82,368.86,432.68,525.36,605.08,675.71,738.5,792.58,842.03,890.85,940.58,988.63,1023,1023,1004.24,951.64,870.22,792.7,727.09,675.36,614.65,536.45,454.48,387.87,369.09,405.43,486.85,564.37,629.98,681.71,742.42,820.62,902.59,969.2,981.87,936.58,859.13,763.13,660.83,558.53,456.23,353.93,253.5,6
352,445.49,445.81,445.66,446.21,446.49,446.46,446.76,446.99,446.81,445.49,442.39,437.35,428.31,414.09,397.14,380.13,373.71,370.11,374.63,380.33,390.52,413.07,451.91,502.63,559.4,628.63,692.85,754.16,807.28,860.11,910.21,950.34,978.57,999.7,1017.58,1023,1023,956.69,854.39,752.09,649.79,547.49,445.19,342.89,240.59,138.29,35.99,0,0,0,0,0,18.73,100.63,202.93,305.23,407.53,509.83,612.13,714.43,816.73,919.03,968.18,926.32,667.82,667.87,667.27,666.42,666.67,667.55,668.05,667.22,667.4,665.02,660.2,653.11,644.07,634.83,632.31,633.48,636.3,642.25,640.32,622.29,595.54,588.42,595.57,614.3,632.63,645.04,661.75,681.21,694,709.53,728.24,700.41,674.71,702.16,723.04,745.74,762.1,669.97,670.44,709.66,757.13,731.76,693.05,590.75,579.76,494.99,392.96,432.88,450.28,450.28,449.51,551.66,653.96,756.26,767.25,852.02,954.04,1016.43,999.1,985.71,986.48,986.48,986.48,986.48,31.97,31.77,31.64,31.34,30.89,31.12,31.39,31.22,31.19,30.79,30.54,29.95,28.1,25.62,24.5,22.18,22.05,19.41,16.26,16.38,21.28,36.59,62.84,98.2,137.09,181.22,228.48,287.94,363.97,459.03,553.61,638.08,712.7,779.36,841.45,898.9,950.77,992.73,1019,1023,1023,1023,972.27,869.97,767.67,665.37,563.07,464.67,371.56,291.36,238.34,222.16,272.88,375.18,477.48,579.78,682.08,780.49,861.11,861.01,811.73,725.62,623.32,521.02,6
353,438.2,437.97,437.3,436.5,435.87,435.92,433.9,425.91,409.32,385.32,356.23,338.29,340.87,352.55,363.14,366.94,383.27,426.31,497.59,580.11,667.35,743.55,799.49,846.62,894.92,950.04,994.95,1018.9,1023,1023,987.13,884.83,782.53,680.23,577.93,475.63,373.33,271.03,168.73,66.43,0,0,0,0,0,28.95,105.02,207.32,309.62,411.92,514.22,616.52,718.82,821.12,923.42,996.77,1020.05,1014.96,1000.3,937.86,864.33,825.12,783.11,746.17,666.9,667.8,666.62,665.72,664.92,663.6,657.28,646.17,628.91,615.52,614.25,622.27,630.23,623.12,582.85,536.95,513.35,517.14,532.1,563.17,596.89,611.3,617.02,618.79,669.17,751.76,817.92,860.68,898.07,915.8,919.28,932.16,955.29,996.75,920.7,818.4,716.1,628.63,526.33,452.46,408.42,398.26,396.94,396.94,499.24,601.54,703.84,791.3,893.6,967.48,1011.51,1014.71,1009.89,1009.89,1009.89,1009.89,1009.89,1009.89,997.97,944.98,842.68,764.23,750.32,750.32,33.14,33.14,32.69,32.34,32.32,31.84,31.37,30.74,27.6,25.05,22.23,19.11,17.58,14.34,15.38,30.42,68.18,132.67,221.88,317.16,415.69,517.97,619.09,721.39,819.4,903.54,965.63,1000.95,1013.43,1019.55,1023,1023,1023,1023,1004.04,923.7,821.4,743.55,691.15,650.04,588.8,511.15,435.52,378.83,371.69,452.03,554.33,632.18,684.58,725.69,760.81,761.18,734.51,688.9,612.7,510.4,408.1,305.8,203.5,101.2,25.03,0,0,0,6
354,444.89,444.41,442.79,439.12,428.56,410.67,392.42,373.43,359.4,354.53,360.32,374.03,398.61,439.07,506,581.96,658.28,735.43,807.58,870.02,921.87,966.1,1000.5,1021.45,1023,952.79,850.49,748.19,645.89,543.59,441.29,338.99,236.69,134.39,32.09,0,0,0,0,7.14,39.34,106.49,208.79,311.09,413.39,515.69,617.99,720.29,822.59,917.75,987.86,1023,1023,1023,1023,1023,1023,1023,1023,1020.48,1001.52,966.9,927.64,888.68,667.72,666.1,663.63,657.43,648.67,638.55,637.2,638.8,632.88,618.87,587.6,562.32,543.09,537.85,542.37,544.82,561.3,592.77,628.11,673.32,740.33,802.16,859.71,906.89,947.12,989.83,1009.81,1012.13,1018.08,920.7,818.4,799.99,697.69,620.72,563.52,553.08,550.96,504.13,470.96,557.3,649.59,668,770.3,847.27,904.47,914.9,917.03,963.86,997.02,1012.98,1023,1023,989.56,952.89,944.03,944.03,930.66,910.76,875.24,814.98,751.44,699.32,680.73,674.39,33.24,33.12,32.74,31.77,30.27,27.02,23.4,20.21,17.91,16.78,19.46,38.79,77.37,129.62,184.57,242.81,312.77,400.46,501.53,601.61,697.72,777.59,838.65,886.38,931.99,976.05,1008.39,1023,1023,967.28,864.98,784.16,742.87,742.87,741.92,703.46,638.63,565.92,515.82,559.83,662.13,742.95,784.23,784.23,785.18,823.64,888.48,961.19,1011.29,1023,1023,1023,992.35,930.84,856.04,777.81,698.54,616,534.83,453.98,371.16,280.88,209.22,168.44,6
355,464.2,456.55,443.72,421.69,403.51,393.09,390.87,390.79,382.43,380.98,392.04,415.67,449.54,496.09,541.84,583.18,622.99,665.42,719.17,770.97,818.1,857.51,891.45,921.8,949.27,974.07,992.13,1005.62,1016.33,1022.8,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,10.89,93.13,195.43,297.73,400.03,502.33,604.63,706.93,809.23,911.53,1002.94,1023,1023,1023,1008.01,993.5,970.43,958.04,907.96,852.67,807.24,666.07,657.21,651.81,645.62,648.47,653.66,658.56,661.08,648.99,643.35,651.54,671.17,691.27,710.1,718.87,713.2,700.81,694.02,714.8,751.96,781.46,791.18,790.73,778.39,751.74,738.53,780.76,820.32,848.07,852.69,854.74,867.85,888.78,923.5,870.82,817.5,736.2,645.92,551.06,496.09,492.64,493.54,487.95,487.95,590.25,692.55,773.84,864.13,958.99,1013.96,1016.63,1016.63,1022.22,1022.22,1022.22,1011.81,974.87,955.66,941.18,911.31,880.76,841.63,808.03,774.94,29.35,27.47,24.2,21.05,18.66,16.33,13.56,10.64,12.74,22.18,36.74,55.9,82.92,115.69,152.6,191.69,233.95,278.95,319.06,352.28,382.75,420.51,471.79,541.32,605.81,668.1,728.14,785.43,842.55,899.32,954.49,999,1023,1023,1000.97,898.67,796.37,694.07,644.62,616.82,577.76,547.24,528.06,523.76,542.47,644.35,746.65,848.95,884.09,858.11,805.66,733.88,650.76,552.76,453.78,351.91,249.61,147.31,59.32,10.79,0,0,0,0,6
356,462.87,461.97,456.63,445.11,427.46,404.4,382.58,366.39,353.13,336.7,331.05,349.41,373.88,410.67,464.05,525.16,585.73,640.22,692.45,748.92,806.54,844.67,881.39,912.11,932.26,950.6,968.45,986.71,1004.12,999,900.14,797.84,695.54,593.24,490.94,388.64,286.34,184.04,81.74,0,0,0,0,0,2.7,42.46,126.25,228.55,330.85,433.15,535.45,637.75,740.05,842.35,941.95,1003.72,1017.21,981.39,942.03,913.46,889.28,867.15,845.75,820.15,679.61,676.79,669.19,660.63,650.94,651.41,656.08,657.31,649.94,630.26,615.72,634.25,654.51,663.65,676.86,676.91,655.33,616.42,582,577.53,589.57,584.03,605.36,536.52,465.97,500.46,552.21,623.99,700.41,679.48,614.02,637.28,637.28,739.58,739.58,637.28,637.28,585.68,483.38,459.9,478.58,466.89,466.89,466.89,569.19,671.49,671.49,723.09,825.39,927.69,1011.31,1023,1023,1023,1020.58,1014.08,1014.08,1014.08,1014.08,995.65,942.4,885.31,828.56,795.05,34.44,33.97,32.82,29.27,25.82,23.6,20.53,16.88,13.36,11.74,20.28,41.81,72.83,113.94,164.91,222.91,286.44,357.45,440.09,531.78,620.67,698.52,767.2,729.06,780.39,824.19,862.73,894.03,913.68,922.27,923.67,923.67,923.67,1023,1023,980.42,912.86,819.05,745.92,680.51,607.63,534.9,472.54,425.51,411.92,454.51,522.06,615.87,689,754.41,827.29,875.97,870.12,816.98,728.26,625.96,523.66,421.36,319.06,216.76,114.46,36.21,2.12,0,6
